anime_id,name,genre,episodes
17901,All Alone With You,"Fantasy, Music",1
9925,Amagami SS: Tachibana Miya-hen - Imouto,School,1
30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,Comedy,1
2116,Captain Tsubasa,"Action, Shounen, Sports",128
1723,Clannad Movie,"Drama, Fantasy, Romance, School",1
61,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",26
31163,Dimension W,"Action, Sci-Fi, Seinen",12
3230,Druaga no Tou: The Aegis of Uruk,"Adventure, Comedy, Fantasy",12
2484,Gear Fighter Dendoh,"Action, Adventure, Mecha, School, Sci-Fi, Space",38
19951,Hunter x Hunter Movie: The Last Mission,"Action, Adventure, Shounen, Super Power",1
3418,Jungle no Ouja Taa-chan,"Action, Comedy, Parody",50
2544,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,"Adventure, Drama, Historical, Slice of Life",50
3229,Kimi ga Aruji de Shitsuji ga Ore de,"Comedy, Ecchi, Harem, Parody, Romance",13
3245,Kindaichi Shounen no Jikenbo Specials,"Mystery, Shounen",2
3272,Kinnikuman,"Adventure, Comedy, Shounen, Sports",137
1516,Kirarin☆Revolution,"Comedy, Drama, Romance, Shoujo",153
32245,Kuromukuro,"Action, Mecha, Sci-Fi",26
11777,Lupin III: Chi no Kokuin - Eien no Mermaid,"Action, Adventure, Comedy, Shounen",1
1967,Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,"Drama, Mecha, Military, Sci-Fi, Space",1
3467,Nogizaka Haruka no Himitsu,"Comedy, Romance",12
16468,One Piece: Glorious Island,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",2
2385,One Piece: Jango no Dance Carnival,"Comedy, Fantasy, Shounen",1
195,Onegai☆Teacher,"Comedy, Drama, Romance, School, Sci-Fi",12
3887,Ookiku Furikabutte Special,"Drama, Sports",1
30714,Owari no Seraph: Owaranai Seraph,"Comedy, Police, Shounen, Supernatural, Vampire",9
13073,Prince of Tennis: Another Story II - Ano Toki no Bokura OVA Bonus,"Shounen, Sports",2
21073,Puchimas!!: Petit Petit iDOLM@STER,"Comedy, Slice of Life",74
25647,Sabagebu! Specials,"Action, Comedy, Military, Shoujo",6
13055,Sankarea OVA,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",2
24029,Shijou Saikyou no Deshi Kenichi Specials,"Action, Comedy, Martial Arts, School, Shounen",4
28621,Subete ga F ni Naru: The Perfect Insider,"Mystery, Psychological, Sci-Fi",11
9241,Super Robot Taisen OG: The Inspector,"Action, Mecha, Sci-Fi, Space",26
390,Suzuka,"Drama, Romance, Sports",26
21881,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",24
16417,Tamako Market,"Comedy, Slice of Life",12
2500,The Cockpit,"Historical, Military",3
30901,Utawarerumono: Itsuwari no Kamen,"Action, Drama, Fantasy",25
13677,Ao no Exorcist Movie Special,"Comedy, Parody",1
9120,Beelzebub: Hirotta Akachan wa Daimaou!?,"Action, Comedy, Demons, School, Shounen, Supernatural",1
8915,Dantalian no Shoka,"Action, Historical, Mystery, Supernatural",12
2803,Densetsu no Yuusha Da Garn,"Mecha, Sci-Fi, Shounen",46
6988,Doraemon Movie 30: Nobita no Ningyo Daikaisen,"Adventure, Comedy, Fantasy, Kids, Shounen",1
11053,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,"Adventure, Comedy, Fantasy, Kids, Shounen",1
376,Elfen Lied Special,"Drama, Ecchi, Horror, Psychological, Supernatural",1
1126,Figure 17: Tsubasa &amp; Hikaru,"Sci-Fi, Slice of Life",13
1524,Fuujin Monogatari,"Drama, Fantasy, School, Slice of Life, Supernatural",13
21635,GJ-bu@,"Comedy, School, Slice of Life",1
5658,Great Mazinger,"Action, Mecha, Sci-Fi, Shounen",56
27945,Gugure! Kokkuri-san Specials,"Comedy, Romance, Shounen, Supernatural",11
958,HeatGuy J,"Action, Adventure, Mecha, Police, Sci-Fi",25
4550,Hyakko,"Comedy, School, Slice of Life",13
25159,Inou-Battle wa Nichijou-kei no Naka de,"Comedy, Romance, School, Slice of Life, Supernatural",12
3223,Kiddy Grade: Truth Dawn,"Action, Mecha, Sci-Fi, Super Power",1
634,Koi Kaze,"Drama, Psychological, Romance, Seinen",13
33074,Lupin III (2015) Specials,"Action, Adventure, Comedy, Shounen",2
1437,Lupin III: Honoo no Kioku - Tokyo Crisis,"Action, Adventure, Comedy, Mystery, Shounen",1
28013,Macross Δ,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",26
18391,Mini Van,"Comedy, Game, Parody, Slice of Life",37
2736,Mojakou,"Comedy, Fantasy, Sci-Fi",74
11033,"Natsu-iro Egao de 1, 2, Jump!",Music,1
19653,Neppuu Kairiku Bushi Road,"Action, Fantasy, Mecha, Sci-Fi",1
9999,One Piece 3D: Mugiwara Chase,"Action, Adventure, Comedy, Fantasy, Shounen",1
8171,One Piece Recap,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",1
2386,One Piece: Yume no Soccer Ou!,"Comedy, Fantasy, Shounen, Sports",1
107,Ou Dorobou Jing,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",13
2847,Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai,"Action, Adventure, Comedy, Drama, Fantasy, Kids",1
2361,Sei Juushi Bismarck,"Action, Mecha, Sci-Fi, Space",51
28495,Sidonia no Kishi Movie,"Action, Mecha, Sci-Fi, Seinen, Space",1
173,Tactics,"Comedy, Drama, Fantasy, Mystery, Shounen, Super Power",25
1303,The Animatrix,"Action, Drama, Sci-Fi",9
3455,To LOVE-Ru,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi",26
4896,Umineko no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural",26
883,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,"Action, Comedy",1
1901,11-nin Iru!,"Action, Adventure, Drama, Mystery, Romance, Sci-Fi, Shoujo, Space",1
32323,Aishen Qiaokeli-ing...,"Comedy, Harem, Romance, School",15
12669,Amagami SS+ Plus Specials,Romance,6
31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,"Action, Comedy, Shounen",1
1205,Aru Tabibito no Nikki,"Adventure, Fantasy",6
10681,Blood-C: The Last Dark,"Action, Horror, Supernatural, Vampire",1
24469,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,"Action, Mecha, Sci-Fi",2
24429,Daze,Music,1
9379,Denpa Onna to Seishun Otoko,"Comedy, Sci-Fi, Seinen, Slice of Life",12
2667,Doraemon Movie 04: Nobita no Kaitei Kiganjou,Fantasy,1
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",1
2655,Doraemon Movie 23: Nobita to Robot Kingdom,"Adventure, Comedy, Fantasy, Kids, Shounen",1
893,Dragon Ball Movie 4: Saikyou e no Michi,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",1
1299,Flag,"Mecha, Military",13
29325,Ghost in the Shell: Arise - Alternative Architecture,"Mecha, Police, Psychological, Sci-Fi",10
24231,Hitsugi no Chaika: Avenging Battle,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",10
15785,Inazuma Eleven Go vs. Danball Senki W Movie,"Action, Kids, Mecha, Sports",1
469,Karin,"Comedy, Romance, School, Shounen, Vampire",24
3222,Kiddy Grade: Maelstrom,"Action, Mecha, Sci-Fi, Super Power",1
11313,Kimi no Iru Machi: Tasogare Kousaten,"Drama, Romance, School, Shounen",2
5042,Kiss x Sis,"Comedy, Ecchi, Harem, Romance, School, Seinen",12
837,Kyou no 5 no 2,"Comedy, Ecchi, School, Seinen",4
1422,Lupin III: $1 Money Wars,"Action, Adventure, Comedy, Shounen",1
5084,Mai Mai Shinko to Sennen no Mahou,"Adventure, Drama",1
7261,Mameshiba,Comedy,24
5351,Mobile Suit Gundam 00: Tenshitachi no Kiseki,"Action, Mecha, Sci-Fi",1
2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,"Kids, Magic, Shoujo",1
4879,Mouryou no Hako,"Mystery, Seinen, Supernatural, Thriller",13
1168,Musekinin Kanchou Tylor OVA,"Adventure, Comedy, Drama, Military, Sci-Fi, Space",10
20877,Music S.T.A.R.T!!,Music,1
460,One Piece Movie 2: Nejimaki-jima no Daibouken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",1
11019,Pokemon 3D Adventure: Mew wo Sagase!,"Adventure, Comedy, Fantasy, Kids",1
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,"Drama, Romance, Sports",26
22865,Rokujouma no Shinryakusha!? (TV),"Comedy, Harem, Romance, School, Supernatural",12
21561,Ryuugajou Nanana no Maizoukin (TV),"Comedy, Supernatural",11
5014,Sango Shou Densetsu: Aoi Umi no Elfie,"Adventure, Sci-Fi",1
3067,Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi,"Action, Drama, Military, Sci-Fi, Space",1
3956,Shakugan no Shana II (Second) Specials,"Comedy, Parody",3
100,Shin Shirayuki-hime Densetsu Prétear,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo, Super Power",13
5504,Shinkyoku Soukai Polyphonica Crimson S,"Drama, Fantasy, Music, Romance, School",12
12191,Smile Precure!,"Action, Fantasy, Magic, Shoujo",48
1652,Uchuu Senkan Yamato III,"Action, Adventure, Drama, Military, Sci-Fi, Space",25
180,Vandread,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",13
3269,.hack//G.U. Trilogy,"Action, Fantasy, Game, Sci-Fi",1
11375,.hack//The Movie: Sekai no Mukou ni,"Action, Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",1
13939,Accel World EX,"Action, Game, Romance, School, Sci-Fi",2
10447,Aquarion Evol,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",26
2920,Ashita no Joe (Movie),"Action, Drama, Sports",1
15711,Bakuman.: Deraman.,"Comedy, School, Shounen",2
15687,Chuunibyou demo Koi ga Shitai! Lite,"Comedy, School",6
1683,Di Gi Charat Nyo,"Comedy, Fantasy, Sci-Fi",104
11783,Dog Days&#039;,"Action, Adventure, Fantasy, Magic",13
2671,Doraemon Movie 03: Nobita no Daimakyou,Adventure,1
2030,El Cazador de la Bruja,"Adventure, Drama, Mystery",26
2624,"Flanders no Inu, Boku no Patrasche","Drama, Historical",26
1886,Fushigiboshi no☆Futagohime Gyu!,"Comedy, Magic, Shoujo",52
31737,Gakusen Toshi Asterisk 2nd Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",12
32071,Gantz:O,"Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Seinen, Supernatural",1
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,"Drama, Shoujo",3
2899,Higurashi no Naku Koro ni Special: Nekogoroshi-hen,"Comedy, Mystery",1
10507,Inazuma Eleven Go,"Shounen, Sports, Super Power",47
16774,Inferno Cop,"Action, Police",13
28387,Joukamachi no Dandelion,"Comedy, Seinen, Slice of Life, Super Power",12
21563,Kamigami no Asobi,"Fantasy, Harem, Romance, Shoujo, Supernatural",12
52,Kidou Tenshi Angelic Layer,"Comedy, Drama, Sci-Fi, Shounen, Sports",26
4195,Kodomo no Jikan: Ni Gakki,"Comedy, Ecchi, School",3
6163,Kuroshitsuji Recap,"Action, Demons, Fantasy, Shounen, Supernatural",1
6016,Kyoushoku Soukou Guyver (1989),"Action, Horror, Sci-Fi, Super Power",6
3247,Love Hina Final Selection,"Comedy, Ecchi, Harem, Romance",1
1416,Lupin III: Dead or Alive,"Action, Adventure, Comedy, Shounen",1
12637,Mo Gyutto Love de Sekkinchuu!,Music,1
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,"Ecchi, Mystery, Romance, Seinen",1
351,Ojamajo Doremi Sharp,"Comedy, Magic, Shoujo",49
12001,One Piece 3D: Gekisou! Trap Coaster,"Action, Adventure, Comedy, Fantasy, Shounen",1
14749,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,"Comedy, Harem, Romance, School",13
9981,Phi Brain: Kami no Puzzle,"Action, Game, Mystery, Shounen",25
1120,Pokemon: Mizu no Miyako no Mamorigami Latias to Latios,"Adventure, Comedy, Drama, Fantasy, Kids",1
1191,Saber Marionette J Again,"Action, Comedy, Harem, Mecha, Romance, Sci-Fi",6
1124,Seikai no Danshou: Tanjou,"Military, Romance, Sci-Fi, Space",1
6581,Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,"Action, Historical, Martial Arts, Samurai",1
866,Slayers Premium,"Adventure, Comedy, Fantasy, Magic, Shounen",1
2583,Soukou Kihei Votoms: The Last Red Shoulder,"Action, Drama, Mecha, Military, Sci-Fi",1
32034,Soukyuu no Fafner: Dead Aggressor - Exodus Special,"Action, Drama, Mecha, Military, Sci-Fi",1
10232,Tamayura: Hitotose,"Comedy, Drama, Slice of Life",12
14835,The iDOLM@STER Shiny Festa,"Comedy, Drama, Music",3
30740,Young Black Jack,"Drama, Historical, Seinen",12
18441,Blood Lad: Wagahai wa Neko de wa Nai,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",1
33929,Boku no Hero Academia: Jump Festa 2016 Special,"Action, Comedy, School, Shounen, Super Power",1
2513,Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,"Adventure, Comedy, Mystery, Police, Shounen",1
27825,Dragon Nest: Warriors&#039; Dawn,"Action, Adventure, Fantasy, Magic",1
3218,Gensoumaden Saiyuuki OVA,"Adventure, Shounen, Supernatural",2
1335,Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi,"Comedy, Mecha, Sci-Fi",26
915,Ginga Densetsu Weed,"Adventure, Drama, Shounen",26
2987,Ginga Hyouryuu Vifam,"Action, Adventure, Mecha, Sci-Fi",46
15617,Jinrui wa Suitai Shimashita Specials,"Comedy, Fantasy, Seinen",6
3010,Kaiketsu Zorro,"Adventure, Historical, Shounen",52
16668,Kakumeiki Valvrave,"Action, Mecha, Space",12
274,Kiddy Grade,"Action, Ecchi, Mecha, Sci-Fi, Super Power",24
192,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,"Adventure, Comedy, Romance",1
32543,Lu Shidai 2nd Season,"Action, Adventure, Comedy, Game, Parody",13
1429,Lupin III: Nusumareta Lupin,"Action, Adventure, Comedy, Shounen",1
2818,Madou King Granzort,"Action, Comedy, Fantasy, Magic, Mecha, Sci-Fi, Shounen",41
333,Mama wa Shougaku 4 Nensei,"Comedy, Drama, Sci-Fi",51
6262,Manga Sekai Mukashibanashi,"Adventure, Drama, Fantasy, Historical",127
3437,Mister Ajikko,"Comedy, Shounen",99
6999,Prince of Tennis: Another Story - Messages From Past and Future OVA Bonus,"Comedy, Sports",2
1835,Ryuusei no Rockman,"Action, Game, Sci-Fi, Shounen",55
529,Saishuu Heiki Kanojo,"Drama, Romance, School, Sci-Fi",13
3186,Sekai Meisaku Douwa: Hakuchou no Mizuumi,"Drama, Fantasy, Romance",1
79,Shuffle!,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",24
3594,Tears to Tiara,"Action, Adventure, Fantasy, Magic",26
1860,Tokyo Majin Gakuen Kenpucho: Tou,"Action, Drama, Fantasy, Horror, Martial Arts, School, Supernatural",14
201,Video Girl Ai,"Comedy, Drama, Ecchi, Romance",6
3322,Wagaya no Oinari-sama.,"Adventure, Fantasy, Shounen, Supernatural",24
3043,Andersen Douwa: Ningyohime,"Fantasy, Romance, Shoujo",1
2333,Anime Sanjuushi,"Adventure, Drama, Historical, Romance",52
6901,Battle Spirits: Shounen Gekiha Dan,"Action, Game, Shounen",50
12651,Danball Senki W,"Action, Kids, Mecha",58
2748,Dash! Kappei,"Comedy, Ecchi, Shounen, Sports",65
6198,Detective Conan OVA 08: High School Girl Detective Sonoko Suzuki&#039;s Case Files,"Comedy, Mystery, Police, Shounen",1
12623,Egomama,Music,1
3231,Gunslinger Girl: Il Teatrino,"Action, Drama, Military, Sci-Fi",13
3298,Hatenkou Yuugi,"Adventure, Comedy, Drama, Fantasy, Romance, Shoujo",10
1774,HeatGuy J Special,"Action, Adventure, Mecha, Police, Sci-Fi",1
31500,High School Fleet,"Action, Military, School",12
1358,Hokuto no Ken Movie,"Adventure, Sci-Fi, Shounen",1
2745,Jigoku Sensei Nube OVA,"Action, Comedy, Demons, Horror, School, Shounen, Supernatural",3
20505,Kimi to Boku,"Drama, Slice of Life",1
12175,Koi to Senkyo to Chocolate,"Drama, Romance, School",12
4903,Kyou no 5 no 2 (TV),"Comedy, Ecchi, School, Seinen",13
277,Mahoromatic 2,"Comedy, Drama, Ecchi, Military, Romance, Sci-Fi",14
1017,Majutsushi Orphen,"Action, Adventure, Comedy, Demons, Fantasy, Magic",24
10397,Mashiro-iro Symphony: The Color of Lovers,"Drama, Harem, Romance, School",12
16442,Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,"Action, Kids, Magic, Shoujo",1
1847,Rec: Yurusarezarumono,"Comedy, Drama, Romance",1
16051,Ro-Kyu-Bu! SS,"Comedy, Ecchi, School, Sports",12
34085,Sakura Nagashi,"Action, Drama, Mecha, Music, Sci-Fi",1
31280,Selector Destructed WIXOSS Movie,"Game, Psychological",1
3000,Taiho Shichau zo: Full Throttle,"Action, Comedy, Police, Shounen",23
11341,Tantei Opera Milky Holmes Dai 2 Maku,"Comedy, Mystery, Super Power",12
6169,Tenjou-jin to Akuto-jin Saigo no Tatakai,"Action, Fantasy, Magic, Super Power, Supernatural",1
178,Ultra Maniac,"Comedy, Magic, Romance, School, Shoujo",26
1920,Urusei Yatsura Movie 1: Only You,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",1
1932,Yes! Precure 5,"Action, Fantasy, Magic, School, Shoujo",49
23447,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.","Comedy, Drama, Romance, Sci-Fi, Slice of Life",1
30205,Aoharu x Kikanjuu,"Action, Comedy, Shounen, Sports",12
6164,Aoi Hana,"Romance, Shoujo Ai, Slice of Life",11
1736,B&#039;T X Neo,"Action, Adventure, Shounen",14
2589,Black Cat Special,"Action, Comedy, Shounen",1
4071,Black Jack (TV): Hizouban Specials,Adventure,2
12079,Black★Rock Shooter,"Action, Music",1
526,Boku no Chikyuu wo Mamotte,"Drama, Sci-Fi, Shoujo",6
21437,Buddy Complex,"Action, Mecha, Sci-Fi",13
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",1
5216,D.C.if: Da Capo if,"Drama, Harem, Magic, Romance",2
7081,Danball Senki,"Action, Kids, Mecha",44
2123,Digimon X-Evolution,"Action, Adventure, Fantasy, Sci-Fi",1
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,"Adventure, Comedy, Fantasy, Kids, Shounen, Space",1
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,"Comedy, Fantasy, Magic, Shoujo",1
652,Galaxy Angel Z,"Comedy, Sci-Fi",9
395,Gantz 2nd Stage,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",13
1490,Ginga Tetsudou Monogatari,"Action, Adventure, Drama, Sci-Fi, Space",26
8120,Gotou ni Naritai.,"Drama, School, Slice of Life",1
5041,Guin Saga,"Adventure, Fantasy",26
1371,Hi no Tori,"Adventure, Drama, Historical, Sci-Fi, Supernatural",13
1116,Junkers Come Here,"Drama, Slice of Life",1
26441,Junketsu no Maria,"Comedy, Fantasy, Historical, Magic, Seinen",12
6954,Kara no Kyoukai: Shuushou,Mystery,1
1556,Kikoushi Enma,"Demons, Ecchi, Fantasy, Horror, Magic, Seinen, Supernatural",4
2901,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,"Action, Comedy, Mystery, Police",1
5079,Kurokami The Animation,"Action, Martial Arts, Super Power",23
10456,Kyoukaisenjou no Horizon,"Action, Fantasy",13
1413,Lupin III: Alcatraz Connection,"Action, Adventure, Comedy, Shounen",1
276,Mahoromatic: Automatic Maiden,"Comedy, Ecchi, Military, Romance, Sci-Fi",12
352,Motto! Ojamajo Doremi,"Comedy, Fantasy, Magic, Shoujo",50
6023,Nogizaka Haruka no Himitsu: Purezza,"Comedy, Ecchi, Romance",12
2947,Ojamajo Doremi Sharp Movie,"Kids, Magic, Shoujo",1
2108,Rockman.EXE Axess,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",51
1362,Street Fighter II: The Movie,"Action, Martial Arts, Shounen",1
1731,Tales of Symphonia The Animation: Sylvarant-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",4
3593,Utawarerumono OVA,"Action, Comedy, Fantasy",3
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,"Comedy, School, Shounen, Slice of Life",12
3692,Yes! Precure 5 GoGo!,"Action, Fantasy, Magic, School, Shoujo",48
550,Yu☆Gi☆Oh!,"Action, Comedy, Fantasy, Game, Shounen",27
8894,Yume-iro Pâtissière: Mune Kyun Tropical Island!,"Kids, School, Shoujo",1
19759,Ansatsu Kyoushitsu,"Action, Comedy, Shounen",1
1498,Black Blood Brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",12
30711,Code Geass: Boukoku no Akito Final - Itoshiki Monotachi e,"Action, Mecha, Military",1
974,Dead Leaves,"Adventure, Comedy, Psychological, Sci-Fi",1
24031,Denki-gai no Honya-san,"Comedy, Seinen, Slice of Life",12
2222,Dr. Slump: Arale-chan,"Comedy, Sci-Fi, Shounen, Slice of Life",243
14829,Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Fantasy, Magic",10
19159,Genshiken Nidaime OVA,"Comedy, Parody, Slice of Life",1
1140,Giniro no Kami no Agito,"Adventure, Drama, Fantasy, Romance, Sci-Fi",1
6463,Hoshi wo Katta Hi,"Kids, Sci-Fi",1
20457,"Inari, Konkon, Koi Iroha.","Comedy, Romance, School, Seinen, Supernatural",10
34178,Inazuma Eleven: Outer Code,Sports,Unknown
2542,Lady Georgie,"Drama, Historical, Romance, Shoujo",45
189,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",24
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,"Action, Adventure, Comedy, Shounen",1
24455,Madan no Ou to Vanadis,"Adventure, Ecchi, Fantasy, Harem, Romance",13
2834,Miracle☆Girls,"Drama, Magic, Shoujo",51
4134,Naruto Shippuuden: Shippuu! &quot;Konoha Gakuen&quot; Den,Comedy,1
3111,Nasu: Suitcase no Wataridori,"Drama, Seinen, Sports",1
14293,Nerawareta Gakuen,"Romance, School, Sci-Fi",1
613,Onmyou Taisenki,"Adventure, Fantasy, Shounen, Supernatural",52
12673,Papa no Iukoto wo Kikinasai!: Pokkapoka,"Comedy, Romance, Slice of Life",1
8133,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,"Action, Fantasy, Magic, Shoujo",1
28215,Saint Seiya: Soul of Gold,"Action, Adventure, Fantasy, Sci-Fi, Shounen",13
23987,Sarusuberi: Miss Hokusai,"Drama, Historical, Supernatural",1
1108,Senkaiden Houshin Engi,"Adventure, Fantasy, Historical, Magic, Shounen, Supernatural",26
1080,Sentou Yousei Yukikaze,"Action, Drama, Military, Psychological, Sci-Fi, Space",5
1531,Shakugan no Shana SP: Koi to Onsen no Kougai Gakushuu!,"Comedy, Ecchi, Fantasy, Romance, Slice of Life",1
4382,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",14
2747,Tetsuwan Atom,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",193
12695,Tight-rope,"Romance, Shounen Ai",2
5397,Usavich III,Comedy,13
6951,Yu☆Gi☆Oh!: Chou Yuugou! Toki wo Koeta Kizuna,"Adventure, Game, Shounen",1
5196,Aria The Origination Picture Drama,"Fantasy, Sci-Fi, Shounen, Slice of Life",7
369,Boogiepop wa Warawanai: Boogiepop Phantom,"Dementia, Drama, Horror, Mystery, Psychological, Supernatural",12
2036,Cosmic Baton Girl Comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",43
1352,Cyber City Oedo 808,"Action, Adventure, Police, Sci-Fi",3
34349,Diamond no Ace: Second Season OVA,"Comedy, School, Shounen, Sports",2
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure, Comedy, Fantasy, Kids, Shounen",1
31201,Doraemon Movie 36: Shin Nobita no Nippon Tanjou,"Adventure, Comedy, Fantasy, Kids, Shounen",1
10842,Fullmetal Alchemist: The Sacred Star of Milos Specials,"Comedy, Fantasy, Magic",4
1845,Gaiking: Legend of Daiku-Maryu,"Action, Mecha, Sci-Fi",39
384,Gantz,"Action, Drama, Horror, Psychological, Sci-Fi, Supernatural",13
2400,Ghost Sweeper GS Mikami,"Comedy, Supernatural",45
2416,Grander Musashi RV,"Adventure, Sports",39
650,Gunsmith Cats,"Action, Comedy, Police, Seinen",3
18713,Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata,"Comedy, Parody, Sci-Fi",1
990,Kamisama Kazoku,"Comedy, Drama, Fantasy, Romance",13
144,Kanon,"Drama, Romance, Slice of Life, Supernatural",13
1145,Kaze no Youjinbou,"Action, Drama, Mystery, Shounen",25
1086,Kenran Butou Sai: The Mars Daybreak,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",26
3670,Kikou Souseiki Mospeada,"Action, Mecha, Military",25
10152,Kimi ni Todoke 2nd Season: Kataomoi,"Romance, Shoujo",1
4198,Koutetsu Jeeg,"Action, Demons, Mecha, Sci-Fi, Shounen",46
17819,Kyoto Animation: Suiei-hen,Sports,1
279,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural",13
5019,Lupin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yokan,"Adventure, Comedy, Shounen",1
1968,Mobile Suit Zeta Gundam: A New Translation II - Lovers,"Drama, Mecha, Military, Romance, Sci-Fi, Space",1
1941,Moonlight Mile 1st Season: Lift Off,"Adventure, Drama, Sci-Fi, Space",12
10686,Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,"Action, Adventure, Martial Arts, Shounen, Super Power",1
31645,Persona 5 the Animation: The Day Breakers,"Action, Fantasy, Seinen, Supernatural",1
27539,Pikmin Short Movies,"Fantasy, Kids",3
2283,Red Baron,"Action, Mecha, Sci-Fi, Shounen",49
1236,SF Saiyuuki Starzinger,"Adventure, Mecha, Sci-Fi, Shounen, Space",73
5702,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Action, Fantasy, Magic, Romance, Super Power",9
4162,Taiho Shichau zo: Nagisa no Koutsuu Yuudou,"Action, Comedy, Police, Seinen",1
1144,Tenchi Muyou! in Love 2: Haruka Naru Omoi,"Drama, Romance, Sci-Fi, Shounen",1
4705,Tengen Toppa Gurren Lagann: Parallel Works,Music,8
22689,Terra Formars: Bugs 2-hen,"Action, Horror, Sci-Fi, Space",2
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,"Comedy, Historical, Romance, Shoujo",1
17699,Toriko Movie: Bishokushin no Special Menu,"Action, Adventure, Fantasy, Shounen",1
6567,Urusei Yatsura: The Shougaibutsu Suieitaikai,"Action, Comedy, Romance, School, Sci-Fi",1
3738,Usavich II,"Adventure, Comedy",13
30845,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,"Music, Shoujo",1
2225,Alps no Shoujo Heidi,"Drama, Historical, Slice of Life",52
